Timestamp,Machine_ID,Machine_Type,Temperature,Pressure,RPM,Vibration,Voltage,Current,Humidity,Operating_Hours,Remaining_Useful_Life,Failure_Label
2025-07-06 02:59:00,11,robotic_arm,35.49,1.06,20.26,2.24,26.03,7.97,49.73,3274.82,821.18,0
2025-07-06 02:59:00,12,pump,81.58,97.78,2415.93,4.13,457.64,16.43,43.69,1807.31,1090.69,0
2025-07-06 02:59:00,13,cnc,62.49,3.53,8497.7,1.08,410.35,12.96,37.94,3736.1,911.9,0
2025-07-06 02:59:00,14,robotic_arm,55.81,0.93,76.4,2.18,26.14,7.35,34.66,3424.6,2477.4,0
2025-07-06 02:59:00,15,pump,61.33,116.82,2238.12,3.92,446.74,31.95,53.94,2972.81,862.19,0
2025-07-06 02:59:00,16,cnc,57.58,2.14,6024.68,3.25,401.26,11.42,39.96,2600.78,501.22,0
2025-07-06 02:59:00,17,robotic_arm,62.68,0.81,42.53,1.23,35.71,10.51,31.76,3149.99,1625.01,0
2025-07-06 02:59:00,18,pump,42.5,194.77,1282.62,2.07,455.76,37.94,62.42,2017.93,1711.07,0
2025-07-06 02:59:00,19,cnc,88.85,1.02,9850.4,5.06,405.3,28.52,44.37,1312.39,296.61,0
2025-07-06 02:59:00,20,robotic_arm,63.88,1.3,39.95,1.97,36.72,9.07,45.36,3690.79,2216.21,0
2025-07-06 14:59:00,1,cnc,55.24,3.8,5923.85,2.48,392.92,14.36,40.97,1407.72,1546.28,0
2025-07-06 14:59:00,2,robotic_arm,37.06,1.28,28.79,0.78,24.07,3.17,39.46,4318.67,1891.33,0
2025-07-06 14:59:00,3,pump,75.74,77.07,2561.16,4.98,432.68,36.46,64.77,1017.79,1486.21,0
2025-07-06 14:59:00,4,cnc,50.17,3.78,8329.58,1.12,407.35,19.59,45.01,3991.54,382.46,0
2025-07-06 14:59:00,5,robotic_arm,58.88,0.93,43.57,1.77,45.79,5.16,41.77,1321.37,2638.63,0
2025-07-06 14:59:00,6,pump,60.34,174.21,2639.47,4.5,443.18,25.09,54.44,2984.92,1463.08,0
2025-07-06 14:59:00,7,cnc,50.66,2.6,4399.71,1.57,399.0,14.04,36.66,1732.07,710.93,0
2025-07-06 14:59:00,8,robotic_arm,54.28,0.92,107.86,1.49,41.8,7.73,49.95,4667.71,2549.29,0
2025-07-06 14:59:00,9,pump,71.81,184.57,1429.0,2.82,457.13,26.36,58.87,1024.43,1331.57,0
2025-07-06 14:59:00,10,cnc,56.46,2.14,6742.0,2.51,397.58,15.56,39.73,2592.57,1229.43,0
2025-07-06 14:59:00,11,robotic_arm,57.02,0.81,79.84,1.63,41.19,7.99,46.54,3284.25,811.75,0
2025-07-06 14:59:00,12,pump,55.41,96.38,1877.75,3.15,449.2,35.97,43.48,1818.67,1079.33,0
2025-07-06 14:59:00,13,cnc,45.24,3.18,7557.78,1.26,412.16,19.06,30.46,3744.46,903.54,0
2025-07-06 14:59:00,14,robotic_arm,56.99,1.06,26.89,0.65,26.5,10.4,48.21,3434.88,2467.12,0
2025-07-06 14:59:00,15,pump,50.62,86.48,1498.11,5.35,426.57,22.16,45.68,2981.24,853.76,0
2025-07-06 14:59:00,16,cnc,50.17,3.23,5233.48,2.97,401.13,9.6,38.29,2610.9,491.1,0
2025-07-06 14:59:00,17,robotic_arm,62.3,1.13,68.08,2.34,38.09,2.33,48.25,3161.01,1613.99,0
2025-07-06 14:59:00,18,pump,65.99,86.48,1254.21,3.25,462.44,21.38,45.5,2026.8,1702.2,0
2025-07-06 14:59:00,19,cnc,70.26,3.93,6753.93,4.64,410.12,21.87,33.69,1321.14,287.86,0
2025-07-06 14:59:00,20,robotic_arm,57.99,1.04,66.82,1.75,33.07,10.37,41.75,3700.29,2206.71,0
2025-07-07 02:59:00,1,cnc,63.56,2.58,7206.74,2.2,397.4,18.71,32.06,1416.75,1537.25,0
2025-07-07 02:59:00,2,robotic_arm,32.64,1.33,47.23,2.29,36.64,10.01,49.58,4327.84,1882.16,0
2025-07-07 02:59:00,3,pump,79.01,125.28,2082.76,3.02,415.69,26.63,54.88,1028.73,1475.27,0
2025-07-07 02:59:00,4,cnc,82.22,3.66,7340.33,6.32,408.19,31.51,42.06,4000.72,373.28,0
2025-07-07 02:59:00,5,robotic_arm,44.22,1.03,28.69,1.77,41.66,10.48,32.46,1329.86,2630.14,0
2025-07-07 02:59:00,6,pump,68.93,172.63,2657.0,4.5,426.87,33.98,49.08,2995.98,1452.02,0
2025-07-07 02:59:00,7,cnc,68.23,2.04,8643.01,1.91,410.14,11.07,49.49,1740.19,702.81,0
2025-07-07 02:59:00,8,robotic_arm,34.0,1.2,118.54,1.44,28.37,6.85,40.25,4678.44,2538.56,0
2025-07-07 02:59:00,9,pump,71.45,124.41,1548.84,4.58,433.74,18.04,62.51,1035.02,1320.98,0
2025-07-07 02:59:00,10,cnc,62.33,3.47,7177.97,3.04,397.43,8.94,38.1,2602.99,1219.01,0
2025-07-07 02:59:00,11,robotic_arm,55.21,0.87,34.0,1.03,30.4,9.32,35.01,3293.99,802.01,0
2025-07-07 02:59:00,12,pump,62.24,151.73,2540.97,3.62,461.67,24.71,48.85,1828.88,1069.12,0
2025-07-07 02:59:00,13,cnc,42.37,1.27,8625.92,1.17,409.3,14.12,48.31,3755.81,892.19,0
2025-07-07 02:59:00,14,robotic_arm,51.36,1.46,59.66,2.41,27.24,6.84,35.4,3445.4,2456.6,0
2025-07-07 02:59:00,15,pump,47.29,194.64,2554.25,5.82,412.37,29.34,51.86,2991.13,843.87,0
2025-07-07 02:59:00,16,cnc,49.06,2.24,8229.55,2.5,396.09,9.06,31.56,2620.11,481.89,0
2025-07-07 02:59:00,17,robotic_arm,63.87,0.8,30.31,1.13,43.38,11.62,45.8,3169.02,1605.98,0
2025-07-07 02:59:00,18,pump,63.46,73.87,2733.07,5.03,451.12,32.46,58.1,2037.22,1691.78,0
2025-07-07 02:59:00,19,cnc,99.21,3.71,7879.99,5.7,381.81,24.71,30.88,1331.37,277.63,0
2025-07-07 02:59:00,20,robotic_arm,40.95,0.88,93.1,0.89,26.77,6.22,45.91,3709.94,2197.06,0
2025-07-07 14:59:00,1,cnc,37.2,2.37,7134.61,2.61,402.76,13.11,41.21,1427.36,1526.64,0
2025-07-07 14:59:00,2,robotic_arm,60.97,1.17,64.1,1.31,37.74,10.04,40.77,4337.52,1872.48,0
2025-07-07 14:59:00,3,pump,73.2,143.23,1882.91,5.51,433.4,25.62,64.76,1039.05,1464.95,0
2025-07-07 14:59:00,4,cnc,59.62,2.15,9595.54,2.77,380.33,16.22,31.77,4008.73,365.27,0
2025-07-07 14:59:00,5,robotic_arm,43.94,0.86,53.64,1.55,41.57,2.03,39.35,1338.81,2621.19,0
2025-07-07 14:59:00,6,pump,78.38,174.49,2142.57,3.11,472.83,16.04,42.74,3005.02,1442.98,0
2025-07-07 14:59:00,7,cnc,39.98,3.87,8787.94,1.65,400.6,21.75,47.68,1749.56,693.44,0
2025-07-07 14:59:00,8,robotic_arm,61.63,1.49,94.34,0.63,33.64,10.38,34.61,4688.54,2528.46,0
2025-07-07 14:59:00,9,pump,45.42,67.51,1814.54,2.15,476.58,34.0,60.02,1045.93,1310.07,0
2025-07-07 14:59:00,10,cnc,43.65,2.55,7583.64,2.31,389.11,15.21,39.82,2613.19,1208.81,0
2025-07-07 14:59:00,11,robotic_arm,61.41,1.12,82.29,2.0,24.84,10.95,47.2,3305.48,790.52,0
2025-07-07 14:59:00,12,pump,57.6,103.67,1962.68,2.18,468.18,15.81,48.23,1838.49,1059.51,0
2025-07-07 14:59:00,13,cnc,64.41,1.84,5515.89,1.01,404.35,8.68,40.65,3767.07,880.93,0
2025-07-07 14:59:00,14,robotic_arm,33.83,1.43,119.15,0.62,45.19,7.16,48.13,3456.77,2445.23,0
2025-07-07 14:59:00,15,pump,69.8,147.0,2583.19,4.94,441.7,34.97,46.13,3001.13,833.87,0
2025-07-07 14:59:00,16,cnc,41.42,2.0,5432.14,3.33,383.7,17.79,33.78,2628.66,473.34,0
2025-07-07 14:59:00,17,robotic_arm,63.65,1.13,107.91,0.51,43.68,4.29,48.17,3180.11,1594.89,0
2025-07-07 14:59:00,18,pump,65.03,181.06,1613.9,2.77,406.73,22.51,54.0,2045.22,1683.78,0
2025-07-07 14:59:00,19,cnc,65.95,1.03,8912.08,4.92,389.92,13.33,38.64,1339.77,269.23,0
2025-07-07 14:59:00,20,robotic_arm,57.61,0.92,97.09,2.39,27.99,9.71,44.17,3720.58,2186.42,0
2025-07-08 02:59:00,1,cnc,37.32,1.22,9114.49,3.48,403.66,14.24,42.95,1437.01,1516.99,0
2025-07-08 02:59:00,2,robotic_arm,43.43,0.85,102.15,1.24,43.65,4.53,30.02,4347.6,1862.4,0
2025-07-08 02:59:00,3,pump,61.08,211.09,1363.51,5.42,442.16,34.0,47.46,1047.6,1456.4,0
2025-07-08 02:59:00,4,cnc,88.77,1.69,4788.01,6.94,413.71,18.23,44.63,4019.66,354.34,0
2025-07-08 02:59:00,5,robotic_arm,45.48,1.02,52.07,1.95,41.9,4.0,47.36,1349.47,2610.53,0
2025-07-08 02:59:00,6,pump,65.32,135.45,2069.17,2.64,416.3,17.1,43.84,3015.53,1432.47,0
2025-07-08 02:59:00,7,cnc,56.21,1.05,8780.79,1.74,411.91,21.55,33.71,1759.15,683.85,0
2025-07-08 02:59:00,8,robotic_arm,30.04,1.22,80.73,1.0,37.4,4.26,33.22,4698.16,2518.84,0
2025-07-08 02:59:00,9,pump,54.67,154.44,1893.19,5.94,411.97,25.69,57.01,1056.21,1299.79,0
2025-07-08 02:59:00,10,cnc,73.99,3.17,7941.9,2.89,413.34,20.71,44.49,2622.58,1199.42,0
2025-07-08 02:59:00,11,robotic_arm,35.11,0.87,77.09,0.54,35.58,4.1,36.92,3316.1,779.9,0
2025-07-08 02:59:00,12,pump,82.36,71.59,2054.79,5.53,406.6,33.96,48.95,1849.2,1048.8,0
2025-07-08 02:59:00,13,cnc,74.1,1.6,8159.16,3.05,381.44,17.39,49.03,3776.2,871.8,0
2025-07-08 02:59:00,14,robotic_arm,61.37,1.22,81.66,1.73,31.17,11.35,48.95,3465.2,2436.8,0
2025-07-08 02:59:00,15,pump,75.25,157.96,1975.04,4.64,444.24,28.74,59.6,3011.32,823.68,0
2025-07-08 02:59:00,16,cnc,36.63,1.49,6631.64,2.81,400.76,17.1,39.59,2638.34,463.66,0
2025-07-08 02:59:00,17,robotic_arm,41.52,1.13,94.43,2.24,34.41,2.44,33.23,3190.26,1584.74,0
2025-07-08 02:59:00,18,pump,69.4,113.17,2067.97,3.97,406.52,24.28,45.51,2053.3,1675.7,0
2025-07-08 02:59:00,19,cnc,64.66,3.52,5045.16,6.74,394.56,26.88,42.58,1349.24,259.76,0
2025-07-08 02:59:00,20,robotic_arm,47.99,1.21,22.94,1.29,38.55,7.98,45.86,3730.48,2176.52,0
2025-07-08 14:59:00,1,cnc,74.69,1.85,6154.91,1.96,396.3,19.7,34.72,1447.31,1506.69,0
2025-07-08 14:59:00,2,robotic_arm,44.19,1.22,83.25,1.25,36.3,6.13,31.38,4358.32,1851.68,0
2025-07-08 14:59:00,3,pump,44.38,124.8,2148.67,4.32,453.01,17.19,56.3,1057.13,1446.87,0
2025-07-08 14:59:00,4,cnc,74.22,3.57,4054.18,4.56,400.95,20.21,34.74,4028.76,345.24,0
2025-07-08 14:59:00,5,robotic_arm,45.71,1.27,34.58,1.4,38.11,11.49,35.05,1358.63,2601.37,0
2025-07-08 14:59:00,6,pump,57.07,156.89,1770.77,4.13,462.54,31.22,51.16,3024.78,1423.22,0
2025-07-08 14:59:00,7,cnc,57.33,2.62,4205.13,3.47,384.3,11.24,31.03,1770.17,672.83,0
2025-07-08 14:59:00,8,robotic_arm,37.86,0.93,28.86,0.71,38.03,8.88,37.95,4708.4,2508.6,0
2025-07-08 14:59:00,9,pump,70.87,62.78,1717.01,5.89,446.41,20.85,53.04,1065.89,1290.11,0
2025-07-08 14:59:00,10,cnc,56.29,1.38,4796.29,1.36,412.89,18.26,33.25,2631.78,1190.22,0
2025-07-08 14:59:00,11,robotic_arm,55.58,0.91,43.46,2.43,30.13,8.62,49.57,3324.76,771.24,0
2025-07-08 14:59:00,12,pump,40.79,99.06,2529.4,5.46,461.48,17.6,59.89,1858.51,1039.49,0
2025-07-08 14:59:00,13,cnc,59.02,3.82,8961.03,2.67,400.2,12.88,33.19,3787.42,860.58,0
2025-07-08 14:59:00,14,robotic_arm,41.13,1.41,119.33,2.0,26.17,4.89,32.18,3475.32,2426.68,0
2025-07-08 14:59:00,15,pump,74.43,208.11,1901.08,5.61,470.23,22.3,61.72,3021.59,813.41,0
2025-07-08 14:59:00,16,cnc,46.87,2.95,5970.29,2.58,401.34,15.89,37.61,2647.66,454.34,0
2025-07-08 14:59:00,17,robotic_arm,50.88,1.18,64.44,0.53,38.09,3.68,42.85,3200.18,1574.82,0
2025-07-08 14:59:00,18,pump,62.52,146.78,2722.37,5.39,473.14,33.72,42.72,2063.96,1665.04,0
2025-07-08 14:59:00,19,cnc,78.4,1.74,6860.17,4.79,399.23,25.04,44.31,1357.76,251.24,0
2025-07-08 14:59:00,20,robotic_arm,32.49,1.47,85.47,1.26,28.73,6.79,33.89,3741.62,2165.38,0
2025-07-09 02:59:00,1,cnc,59.69,2.57,8020.58,3.32,398.63,16.13,31.79,1455.89,1498.11,0
2025-07-09 02:59:00,2,robotic_arm,44.0,1.48,102.32,1.54,26.96,10.59,46.0,4368.83,1841.17,0
2025-07-09 02:59:00,3,pump,53.29,186.95,1496.37,5.67,433.96,17.0,60.39,1065.78,1438.22,0
2025-07-09 02:59:00,4,cnc,68.68,1.34,4015.5,5.71,398.03,22.47,45.87,4038.06,335.94,0
2025-07-09 02:59:00,5,robotic_arm,56.95,1.19,45.56,1.1,41.57,10.51,43.43,1369.8,2590.2,0
2025-07-09 02:59:00,6,pump,74.5,83.95,1878.31,2.61,418.82,34.99,51.82,3035.62,1412.38,0
2025-07-09 02:59:00,7,cnc,42.14,1.94,5381.48,1.52,402.33,11.6,42.64,1780.05,662.95,0
2025-07-09 02:59:00,8,robotic_arm,34.96,0.99,79.7,1.85,34.63,6.46,44.49,4716.6,2500.4,0
2025-07-09 02:59:00,9,pump,55.35,190.99,2165.15,3.35,472.44,32.77,46.62,1073.95,1282.05,0
2025-07-09 02:59:00,10,cnc,58.83,2.2,6201.74,1.86,401.6,14.19,46.64,2642.04,1179.96,0
2025-07-09 02:59:00,11,robotic_arm,32.45,1.25,47.11,1.69,40.32,4.31,39.14,3335.1,760.9,0
2025-07-09 02:59:00,12,pump,42.36,120.56,1780.71,5.98,435.71,22.67,54.51,1867.18,1030.82,0
2025-07-09 02:59:00,13,cnc,73.47,2.9,8529.03,1.43,394.33,13.92,46.44,3795.73,852.27,0
2025-07-09 02:59:00,14,robotic_arm,40.53,1.49,67.49,1.27,26.88,11.74,30.4,3483.33,2418.67,0
2025-07-09 02:59:00,15,pump,74.59,98.99,2274.49,2.37,420.56,33.12,61.62,3032.17,802.83,0
2025-07-09 02:59:00,16,cnc,55.27,1.48,4378.65,1.29,387.96,12.78,37.62,2657.79,444.21,0
2025-07-09 02:59:00,17,robotic_arm,38.37,1.16,102.53,1.06,46.62,10.73,33.24,3209.39,1565.61,0
2025-07-09 02:59:00,18,pump,65.86,150.65,1825.67,4.0,431.77,27.41,55.7,2074.71,1654.29,0
2025-07-09 02:59:00,19,cnc,69.65,3.16,4847.67,3.41,408.66,22.26,30.46,1368.12,240.88,0
2025-07-09 02:59:00,20,robotic_arm,62.65,1.2,67.94,1.13,38.55,3.39,47.97,3751.63,2155.37,0
2025-07-09 14:59:00,1,cnc,47.7,3.86,8951.2,2.67,384.26,14.7,40.12,1466.79,1487.21,0
2025-07-09 14:59:00,2,robotic_arm,32.8,1.34,32.2,1.69,46.47,10.76,35.56,4377.65,1832.35,0
2025-07-09 14:59:00,3,pump,40.01,62.83,2164.09,3.46,430.92,27.98,44.79,1076.76,1427.24,0
2025-07-09 14:59:00,4,cnc,68.36,3.26,7716.99,5.2,395.06,15.46,31.49,4046.81,327.19,0
2025-07-09 14:59:00,5,robotic_arm,51.63,1.24,42.89,0.97,29.3,3.74,43.11,1380.22,2579.78,0
2025-07-09 14:59:00,6,pump,72.59,186.73,1847.68,4.62,428.34,27.09,52.04,3046.58,1401.42,0
2025-07-09 14:59:00,7,cnc,50.48,3.89,5491.48,1.33,394.65,19.06,41.64,1788.66,654.34,0
2025-07-09 14:59:00,8,robotic_arm,36.64,1.23,52.35,2.17,39.1,3.99,31.29,4726.98,2490.02,0
2025-07-09 14:59:00,9,pump,56.71,102.54,2233.74,4.0,421.28,18.43,43.18,1082.1,1273.9,0
2025-07-09 14:59:00,10,cnc,44.74,2.96,8864.12,2.54,410.08,13.49,49.12,2653.06,1168.94,0
2025-07-09 14:59:00,11,robotic_arm,33.58,1.26,114.28,2.12,25.83,4.79,48.61,3343.57,752.43,0
2025-07-09 14:59:00,12,pump,75.15,192.02,1992.72,3.55,436.01,20.22,62.23,1876.06,1021.94,0
2025-07-09 14:59:00,13,cnc,70.3,1.32,9929.65,2.11,381.67,8.53,44.92,3805.3,842.7,0
2025-07-09 14:59:00,14,robotic_arm,58.07,0.87,23.56,1.52,33.3,6.62,49.83,3493.63,2408.37,0
2025-07-09 14:59:00,15,pump,82.4,185.41,1767.75,3.65,443.97,34.1,41.72,3043.57,791.43,0
2025-07-09 14:59:00,16,cnc,38.3,2.54,9393.4,2.96,387.97,21.66,43.35,2667.27,434.73,0
2025-07-09 14:59:00,17,robotic_arm,38.94,0.98,26.93,2.42,35.48,10.96,36.44,3217.43,1557.57,0
2025-07-09 14:59:00,18,pump,61.35,78.23,1977.62,5.68,441.66,29.18,43.92,2083.15,1645.85,0
2025-07-09 14:59:00,19,cnc,63.36,2.8,4570.07,4.12,399.25,21.5,33.27,1376.27,232.73,0
2025-07-09 14:59:00,20,robotic_arm,30.45,1.49,87.15,1.13,45.1,4.58,40.88,3761.36,2145.64,0
2025-07-10 02:59:00,1,cnc,43.84,3.94,8489.15,2.39,386.32,8.75,36.4,1477.02,1476.98,0
2025-07-10 02:59:00,2,robotic_arm,39.43,1.18,92.79,0.72,40.45,2.92,49.3,4388.28,1821.72,0
2025-07-10 02:59:00,3,pump,46.78,114.78,1861.47,5.03,459.47,29.07,42.65,1086.47,1417.53,0
2025-07-10 02:59:00,4,cnc,61.97,2.73,9262.83,5.44,385.63,21.48,46.24,4055.34,318.66,0
2025-07-10 02:59:00,5,robotic_arm,60.79,1.26,51.09,1.98,43.56,8.15,43.76,1388.9,2571.1,0
2025-07-10 02:59:00,6,pump,64.24,143.87,2556.88,5.36,466.61,15.25,58.74,3055.9,1392.1,0
2025-07-10 02:59:00,7,cnc,62.14,3.27,9051.82,2.18,397.57,9.75,37.71,1799.32,643.68,0
2025-07-10 02:59:00,8,robotic_arm,57.31,0.95,33.78,1.83,24.05,3.78,30.58,4737.24,2479.76,0
2025-07-10 02:59:00,9,pump,48.16,122.03,1843.72,5.5,440.81,31.64,42.6,1090.68,1265.32,0
2025-07-10 02:59:00,10,cnc,63.12,1.16,6919.59,2.5,401.08,8.32,36.44,2661.85,1160.15,0
